1,5,529,500000,16
100,1,100,100,1
101,1,101,100,1
102,1,102,100,1
103,1,103,100,1
104,1,104,100,1
105,1,105,100,1
106,1,106,100,1
107,1,107,100,1
108,1,108,100,1
109,1,109,100,1
110,2,200,200,2
111,2,201,200,2
112,2,202,200,2
113,2,203,200,2
114,2,204,200,2
115,2,205,200,2
116,2,206,200,2
117,2,207,200,2
118,2,208,200,2
119,2,209,200,2
120,3,300,300,3
121,3,301,300,3
122,3,302,300,3
123,3,303,300,3
124,3,304,300,3
125,3,305,300,3
126,3,306,300,3
127,3,307,300,3
128,3,308,300,3
129,3,309,300,3
130,4,400,400,4
131,4,401,400,4
132,4,402,400,4
133,4,403,400,4
134,4,404,400,4
135,4,405,400,4
136,4,406,400,4
137,4,407,400,4
138,4,408,400,4
139,4,409,400,4
140,5,500,500,5
141,5,501,500,5
142,5,502,500,5
143,5,503,500,5
144,5,504,500,5
145,5,505,500,5
146,5,506,500,5
147,5,507,500,5
148,5,508,500,5
149,5,509,500,5
150,6,600,600,6
151,6,601,600,6
152,6,602,600,6
153,6,603,600,6
154,6,604,600,6
155,6,605,600,6
156,6,606,600,6
157,6,607,600,6
158,6,608,600,6
159,6,609,600,6
160,7,700,700,7
161,7,701,700,7
162,7,702,700,7
163,7,703,700,7
164,7,704,700,7
165,7,705,700,7
166,7,706,700,7
167,7,707,700,7
168,7,708,700,7
169,7,709,700,7
170,8,800,800,8
171,8,801,800,8
172,8,802,800,8
173,8,803,800,8
174,8,804,800,8
175,8,805,800,8
176,8,806,800,8
177,8,807,800,8
178,8,808,800,8
179,8,809,800,8
180,9,900,900,9
181,9,901,900,9
182,9,902,900,9
183,9,903,900,9
184,9,904,900,9
185,9,905,900,9
186,9,906,900,9
187,9,907,900,9
188,9,908,900,9
189,9,909,900,9
190,10,1000,1000,10
191,10,1001,1000,10
192,10,1002,1000,10
193,10,1003,1000,10
194,10,1004,1000,10
195,10,1005,1000,10
196,10,1006,1000,10
197,10,1007,1000,10
198,10,1008,1000,10
199,10,1009,1000,10
